"ΙΚΑ Αργους Oρεστικού (Παράρτημα) -Αναστολή λειτουργίας"
"ΙΚΑ Αριδαίας (Τοπικό)"
"ΙΚΑ Αρκαλοχωρίου (Παράρτημα)"
"ΙΚΑ Αρναίας (Τοπικό)"
"ΙΚΑ Αρτας (Τοπικό)"
"ΙΚΑ Αρχαγγέλου (Παράρτημα)"
"ΙΚΑ Αρχαίας Oλυμπίας (Παράρτημα) -Αναστολή λειτουργίας"
"ΙΚΑ Ασπροπύργου (Τοπικό)"
"ΙΚΑ Αστακού (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Αστρους (Παράρτημα)"
"ΙΚΑ Αταλάντης (Τοπικό)"
"ΙΚΑ Αχαρνών (Τοπικό)"
"ΙΚΑ Βαρθολομιού (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Βάρκιζας (Παράρτημα)"
"ΙΚΑ Βασιλικών (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Βελεστίνου (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Βέροιας (Τοπικό)"
"ΙΚΑ Βιάννου (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Βόλου (Περιφερειακό)"
"ΙΚΑ Βόνιτσας (Παράρτημα)"
"ΙΚΑ Βύρωνα (Τοπικό)"
"ΙΚΑ Γαλάτιστας (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Γαλατσίου (Τοπικό)"
"ΙΚΑ Γαργαλιάνων (Παράρτημα)  - Αναστολή λειτουργίας"
"ΙΚΑ Γαστούνης (Παράρτημα)"
"ΙΚΑ Γερακινής (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Γιαννιτσών (Τοπικό)"
"ΙΚΑ Γλυφάδας (Τοπικό)"
"ΙΚΑ Γουμένισσας (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Γραβιάς (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Γρεβενών (Τοπικό)"
"ΙΚΑ Γυθείου (Παράρτημα)"
"ΙΚΑ Δάφνης (Τοπικό)"
"ΙΚΑ Δερβενίου (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Δεσκάτης (Παράρτημα)"
"ΙΚΑ Διδυμοτείχου (Τοπικό)"
"ΙΚΑ Διστόμου (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Δομοκού (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Δράμας (Τοπικό)"
"ΙΚΑ Δραπετσώνας (Τοπικό)"
"ΙΚΑ Εδεσσας (Τοπικό)"
"ΙΚΑ Εικοστής Πέμπτης  Mαρτίου (Τοπικό)"
"ΙΚΑ Ελασσόνας (Παράρτημα)"
"ΙΚΑ Ελευθερούπολης (Παράρτημα)"
"ΙΚΑ Ελευσίνας (Περιφερειακό)"
"ΙΚΑ Ερέτρειας (Δεν λειτουργεί)"
"ΙΚΑ Ερμούπολης (Τοπικό)"
"ΙΚΑ Ευδήλου Iκαρίας (Παράρτημα)"
"ΙΚΑ Ευόσμου (Τοπικό)"
"ΙΚΑ Ζαγοράς (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Ζακύνθου (Τοπικό)"
"ΙΚΑ Ζαχάρως (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Ζωγράφου (Τοπικό)"
"ΙΚΑ Ηγουμενίτσας (Τοπικό)"
"ΙΚΑ Ηλιούπολης (Τοπικό)"
"ΙΚΑ Ηρακλείας (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Ηρακλείου Kρήτης (Περιφερειακό)"
"ΙΚΑ Θεσσαλονίκης (Περιφερειακό)"
"ΙΚΑ Θήβας (Τοπικό)"
"ΙΚΑ Θήρας (Τοπικό)"
"ΙΚΑ Ιεράπετρας (Τοπικό)"
"ΙΚΑ Ιθάκης (Παράρτημα)"
"ΙΚΑ Ιλίου (Τοπικό)"
"ΙΚΑ Ιστιαίας (Τοπικό)"
"ΙΚΑ Ιτέας (Παράρτημα)"
"ΙΚΑ Ιωαννίνων (Περιφερειακό)"
"ΙΚΑ Ιωνίας (Θεσ/νίκης) (Τοπικό)"
"ΙΚΑ Καβάλας (Περιφερειακό)"
"ΙΚΑ Καλαβρύτων (Παράρτημα)"
"ΙΚΑ Καλαμαριάς (Τοπικό)"
"ΙΚΑ Καλαμάτας (Περιφερειακό)"
"ΙΚΑ Καλαμπάκας (Τοπικό)"
"ΙΚΑ Καλλιθέας (Τοπικό)"
"ΙΚΑ Καλλονής (Παράρτημα)"
"ΙΚΑ Καλύμνου (Τοπικό)"
"ΙΚΑ Καμινίων Πειραιά (Τοπικό)"
"ΙΚΑ Καρδίτσας (Περιφερειακό)"
"ΙΚΑ Καρλοβασίου (Παράρτημα)"
"ΙΚΑ Καρουσάδων (Δεν λειτουργεί)"
"ΙΚΑ Καρπάθου (Παράρτημα)"
"ΙΚΑ Καρπενησίου (Τοπικό)"
"ΙΚΑ Καρύστου (Παράρτημα)"
"ΙΚΑ Κασσάνδρας (Τοπικό)"
"ΙΚΑ Καστοριάς (Τοπικό)"
"ΙΚΑ Κατερίνης (Τοπικό)"
"ΙΚΑ Κάτω Aχαΐας (Παράρτημα)"
"ΙΚΑ Κάτω Nευροκοπίου (Παράρτημα)"
"ΙΚΑ Κάτω Tιθορέας (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Κεραμεικού (Τοπικό)"
"ΙΚΑ Κερατέας (Παράρτημα)"
"ΙΚΑ Κέρκυρας (Τοπικό)"
"ΙΚΑ Κηφισιάς"
"ΙΚΑ Κιάτου (Τοπικό)"
"ΙΚΑ Κιλκίς (Τοπικό)"
"ΙΚΑ Κισσάμου (Παράρτημα)"
"ΙΚΑ Κοζάνης (Περιφερειακό)"
"ΙΚΑ Κομοτηνής (Περιφερειακό)"
"ΙΚΑ Κόνιτσας (Παράρτημα)"
"ΙΚΑ Κορίνθου (Τοπικό)"
"ΙΚΑ Κορυδαλλού (Τοπικό)"
"ΙΚΑ Κορωπίου (Τοπικό)"
"ΙΚΑ Κουφαλίων (Παράρτημα)"
"ΙΚΑ Κρανιδίου (Τοπικό)"
"ΙΚΑ Κρεστένων (Παράρτημα)"
"ΙΚΑ Κρύας Bρύσης (Παράρτημα)  - Αναστολή λειτουργίας"
"ΙΚΑ Κύμης (Τοπικό)"
"ΙΚΑ Κυπαρισσίας (Τοπικό)"
"ΙΚΑ Κω (Τοπικό)"
"ΙΚΑ Λαγκαδά (Τοπικό)"
"ΙΚΑ Λαμίας (Περιφερειακό)"
"ΙΚΑ Λάρισας (Περιφερειακό)"
"ΙΚΑ Λάρυμνας (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Λαυρίου (Τοπικό)"
"ΙΚΑ Λέρου (Τοπικό)"
"ΙΚΑ Λευκάδας (Τοπικό)"
"ΙΚΑ Λεχαινών (Παράρτημα)"
"ΙΚΑ Λεωνιδίου (Παράρτημα)"
"ΙΚΑ Ληξουρίου (Παράρτημα)"
"ΙΚΑ Λιβαδειάς (Τοπικό)"
"ΙΚΑ Λιβύης (Δεν λειτουργεί)"
"ΙΚΑ Λιμένα Xερσονήσου (Τοπικό)"
"ΙΚΑ Λιμένα Θάσου (Παράρτημα)"
"ΙΚΑ Λιμεναρίων Θάσου (Παράρτημα)"
"ΙΚΑ Λίμνης (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Λιτόχωρου (Παράρτημα)"
"ΙΚΑ Λουτρακίου (Παράρτημα)"
"ΙΚΑ Μακρακώμης (Παράρτημα)"
"ΙΚΑ Μαντουδίου (Τοπικό)"
"ΙΚΑ Μαρκόπουλου (Παράρτημα)"
"ΙΚΑ Μεγαλόπολης (Τοπικό)"
"ΙΚΑ Μεγάρων (Τοπικό)"
"ΙΚΑ Μελιγαλά (Παράρτημα)"
"ΙΚΑ Μεσολογγίου (Τοπικό)"
"ΙΚΑ Μεσσήνης (Παράρτημα)"
"ΙΚΑ Μετσόβου (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Μήθυμνας (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Μήλου (Τοπικό)"
"ΙΚΑ Μοιρών (Παράρτημα)"
"ΙΚΑ Μολάων (Παράρτημα)"
"ΙΚΑ Μοσχάτου (Τοπικό)"
"ΙΚΑ Μουζακίου (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Μυκόνου (Τοπικό)"
"ΙΚΑ Μύρινας (Τοπικό)"
"ΙΚΑ Μυτιλήνης (Περιφερειακό)"
"ΙΚΑ Νάξου (Τοπικό)"
"ΙΚΑ Νάουσας (Τοπικό)"
"ΙΚΑ Ναυπάκτου (Τοπικό)"
"ΙΚΑ Ναυπλίου (Τοπικό)"
"ΙΚΑ Νεάπολης Kρήτης (Παράρτημα)"
"ΙΚΑ Νεάπολης Θεσ/νίκης (Τοπικό)"
"ΙΚΑ Νεάπολης Λακωνίας (Παράρτημα)-Αναστολή λειτουργίας"
"ΙΚΑ Νέας Aγχιάλου (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Νέας Aλικαρνασσού (Τοπικό)"
"ΙΚΑ Νέας Iωνίας (Τοπικό)"
"ΙΚΑ Νέας Iωνίας Μαγνησίας (Τοπικό)"
"ΙΚΑ Νέας Kαλλικράτειας (Παράρτημα)"
"ΙΚΑ Νέας Mηχανιώνας (Παράρτημα)"
"ΙΚΑ Νέας Zίχνης (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Νέας Zωής (Δεν λειτουργεί)"
"ΙΚΑ Νέας Σάντας (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Νέας Φιλαδέλφειας (Τοπικό)"
"ΙΚΑ Νεμέας (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Νέου Kόσμου (Τοπικό)"
"ΙΚΑ Νέου Ηρακλείου Aττικής (Τοπικό)"
"ΙΚΑ Νέων Mουδανιών (Τοπικό)"
"ΙΚΑ Νιγρίτας (Παράρτημα)"
"ΙΚΑ Νικαίας (Τοπικό)"
"ΙΚΑ Ξάνθης (Τοπικό)"
"ΙΚΑ Ξυλόκαστρου (Παράρτημα)"
"ΙΚΑ Οινοφύτων (Τοπικό)"
"ΙΚΑ Ορεστιάδας (Τοπικό)"
"ΙΚΑ Ορχομενού (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Παγκρατίου (Τοπικό)"
"ΙΚΑ Παλαμά (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Παππάδου (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Παραλίας Διστόμου (Τοπικό)"
"ΙΚΑ Παραμυθιάς (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Πάργας (Παράρτημα)"
"ΙΚΑ Πάρου (Παράρτημα)"
"ΙΚΑ Πατησίων (Τοπικό)"
"ΙΚΑ Πάτμου (Παράρτημα)"
"ΙΚΑ Πάτρας (Περιφερειακό)"
"ΙΚΑ Πειραιά (Περιφερειακό)"
"ΙΚΑ Περάματος (Τοπικό)"
"ΙΚΑ Περάματος Pεθύμνου (Παράρτημα)"
"ΙΚΑ Περιστερίου (Τοπικό)"
"ΙΚΑ Πετρούπολης (Τοπικό)"
"ΙΚΑ Πλατείας Aττικής (Τοπικό)"
"ΙΚΑ Πλατείας Oμονοίας (Τοπικό)"
"ΙΚΑ Πλατείας Συντάγματος (Τοπικό)"
"ΙΚΑ Πλωμαρίου (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Πολιχνίτου (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Πολύγυρου (Τοπικό)"
"ΙΚΑ Πολυκάστρου (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Πόρου (Παράρτημα)"
"ΙΚΑ Πόρου Kεφαλληνίας (Παράρτημα)-Αναστολή λειτουργίας"
"ΙΚΑ Πρέβεζας (Τοπικό)"
"ΙΚΑ Πτολεμαΐδας (Τοπικό)"
"ΙΚΑ Πύλης (Παράρτημα)"
"ΙΚΑ Πύλης Aξιού (Τοπικό)"
"ΙΚΑ Πύλου (Παράρτημα)"
"ΙΚΑ Πύργου (Τοπικό)"
"ΙΚΑ Ραφήνας (Τοπικό)"
"ΙΚΑ Ρέθυμνου (Τοπικό)"
"ΙΚΑ Ρίου (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Ρόδου (Περιφερειακό)"
"ΙΚΑ Σαλαμίνας (Τοπικό)"
"ΙΚΑ Σάμης (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Σάμου (Τοπικό)"
"ΙΚΑ Σαπών (Παράρτημα)"
"ΙΚΑ Σερβίων (Παράρτημα)"
"ΙΚΑ Σέριφου (Παράρτημα)"
"ΙΚΑ Σερρών (Τοπικό)"
"ΙΚΑ Σητείας (Τοπικό)"
"ΙΚΑ Σιάτιστας (Τοπικό)"
"ΙΚΑ Σιδηροκάστρου (Τοπικό)"
"ΙΚΑ Σκάλας (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Σκάλας Ωρωπού (Παράρτημα)"
"ΙΚΑ Σκιάθου (Παράρτημα)"
"ΙΚΑ Σκοπέλου (Παράρτημα)"
"ΙΚΑ Σκύδρας (Παράρτημα)"
"ΙΚΑ Σουφλίου (Τοπικό)"
"ΙΚΑ Σοφάδων (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Σπάρτης (Τοπικό)"
"ΙΚΑ Σπάτων (Τοπικό)"
"ΙΚΑ Σπετσών (Παράρτημα)"
"ΙΚΑ Σταυρού (Παράρτημα)"
"ΙΚΑ Σταυρούπολης (Τοπικό)"
"ΙΚΑ Στρατωνίου (Τοπικό)"
"ΙΚΑ Στυλίδας (Τοπικό)"
"ΙΚΑ Συντάξεων (Περιφερειακό)"
"ΙΚΑ Τήνου (Παράρτημα)"
"ΙΚΑ Τούμπας (Τοπικό)"
"ΙΚΑ Τρικάλων (Τοπικό)"
"ΙΚΑ Τρίπολης (Περιφερειακό)"
"ΙΚΑ Τροπαίων (Παράρτημα)"
"ΙΚΑ Τσοτυλίου (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Τυμπακίου (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Τυρνάβου (Παράρτημα)"
"ΙΚΑ Φαρκαδόνας (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Φαρσάλων (Παράρτημα)"
"ΙΚΑ Φερών (Παράρτημα)"
"ΙΚΑ Φιλιατρών (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Φιλιατών (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Φιλιπιάδας (Παράρτημα)"
"ΙΚΑ Φλώρινας (Τοπικό)"
"ΙΚΑ Φουρνάς (Παράρτημα)"
"ΙΚΑ Χαϊδαρίου (Τοπικό)"
"ΙΚΑ Χαλανδρίου (Τοπικό)"
"ΙΚΑ Χαλκηδόνας (Παράρτημα) - Αναστολή λειτουργίας"
"ΙΚΑ Χαλκίδας (Περιφερειακό)"
"ΙΚΑ Χανίων (Περιφερειακό)"
"ΙΚΑ Χίου (Τοπικό)"
"ΙΚΑ Χολαργού"
"ΙΚΑ Χρυσούπολης (Παράρτημα)"
