"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, Α. ΒΙΑΝΝΟΣ, ΑΓΙΑ ΤΡΙΑΔΑ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΙ ΠΑΝΤΕΣ ΓΑΖΙΟΥ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ ΓΟΥΡΝΩΝ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ ΚΩΜΩΝ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ Ν. ΚΟΣΜΟΥ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ ΠΟΡΟΥ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ Ν. ΒΡΥΟΥΛΩΝ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΕΥΓΕΝΙΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΙΩΑΝΝΗΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΙΩΑΝΝΗΣ ΕΛΕΗΜΟΝΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΙΩΑΝΝΗΣ ΘΕΟΛΟΓΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΙΩΑΝΝΗΣ ΚΑΡΤΕΡΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΙΩΑΝΝΗΣ ΠΡΟΔΡΟΜΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΙΩΑΝΝΗΣ ΧΩΣΤΟΥ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΚΥΡΙΛΛΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ & ΕΛΕΝΗ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΜΑΤΘΑΙΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΜΗΝΑΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΜΗΝΑΣ ΜΗΤΡΟΠΟΛΙΤΙΚΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΝΕΚΤΑΡΙΟΣ ΠΟΡΟΥ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ ΚΑΛΛΟΝΗΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΠΑΝΤΕΛΕΗΜΩΝ ΓΑΖΙΟΥ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΑΓΙΟΣ ΠΕΤΡΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ, ΝΑΟΣ ΑΓΙΑΣ ΜΑΡΙΝΑΣ & ΑΓΙΟΥ ΣΠΥΡΙΔΩΝΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ-Α. ΚΑΛΕΣΙΑ, ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ-ΑΥΓΕΝΙΚΗ, ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ-ΒΑΣΙΛΕΙΑΙ, ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ-ΚΟΡΑΚΟΒΟΥΝΙ, ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ-ΣΤΑΥΡΑΚΙΑ ΜΑΛΕΒΥΖΙΟΥ, ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΗΡΑΚΛΕΙΟ-ΦΟΔΕΛΕ, ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΛΙΜΕΝΑΣ ΧΕΡΣΟΝΗΣΟΥ, ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΛΙΜΕΝΑΣ ΧΕΡΣΟΝΗΣΟΥ, ΑΓΙΑ ΤΡΙΑΔΑ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΛΙΜΕΝΑΣ ΧΕΡΣΟΝΗΣΟΥ, ΑΓΙΟΙ ΚΩΝΣΤΑΝΤΙΝΟΣ & ΕΛΕΝΗ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΛΙΜΕΝΑΣ ΧΕΡΣΟΝΗΣΟΥ, ΑΓΙΟΣ ΒΑΣΙΛΕΙΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΛΙΜΕΝΑΣ ΧΕΡΣΟΝΗΣΟΥ, ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΛΙΜΕΝΑΣ ΧΕΡΣΟΝΗΣΟΥ, ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΛΙΜΕΝΑΣ ΧΕΡΣΟΝΗΣΟΥ, ΑΓΙΟΣ ΙΩΑΝΝΗΣ ΧΡΥΣΟΣΤΟΜΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΛΙΜΕΝΑΣ ΧΕΡΣΟΝΗΣΟΥ, ΕΙΣΟΔΙΑ ΤΗΣ ΘΕΟΤΟΚΟΥ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΛΙΜΕΝΑΣ ΧΕΡΣΟΝΗΣΟΥ, ΕΥΑΓΓΕΛΙΣΤΡΙΑ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΛΙΜΕΝΑΣ ΧΕΡΣΟΝΗΣΟΥ, ΖΩΟΔΟΧΟΣ ΠΗΓΗ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΛΙΜΕΝΑΣ ΧΕΡΣΟΝΗΣΟΥ, ΚΟΙΜΗΣΙΣ ΘΕΟΤΟΚΟΥ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΛΙΜΕΝΑΣ ΧΕΡΣΟΝΗΣΟΥ, ΜΕΤΑΜΟΡΦΩΣΙΣ ΤΟΥ ΣΩΤΗΡΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΛΙΜΕΝΑΣ ΧΕΡΣΟΝΗΣΟΥ, ΝΑΟΣ ΑΝΑΛΗΨΕΩΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΠΥΡΓΟΣ ΜΟΝΟΦΑΤΣΙΟΥ, ΑΓΙΑ ΑΙΚΑΤΕΡΙΝΗ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΠΥΡΓΟΣ ΜΟΝΟΦΑΤΣΙΟΥ, ΑΓΙΑ ΕΙΡΗΝΗ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΠΥΡΓΟΣ ΜΟΝΟΦΑΤΣΙΟΥ, ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΠΥΡΓΟΣ ΜΟΝΟΦΑΤΣΙΟΥ, ΑΓΙΑ ΤΡΙΑΔΑ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΠΥΡΓΟΣ ΜΟΝΟΦΑΤΣΙΟΥ, ΑΓΙΟΙ ΚΩΝΣΤΑΝΤΙΝΟΣ & ΕΛΕΝΗ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΠΥΡΓΟΣ ΜΟΝΟΦΑΤΣΙΟΥ, ΑΓΙΟΣ ΑΝΤΩΝΙΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΠΥΡΓΟΣ ΜΟΝΟΦΑΤΣΙΟΥ, ΑΓΙΟΣ ΙΩΑΝΝΗΣ ΘΕΟΛΟΓΟΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΠΥΡΓΟΣ ΜΟΝΟΦΑΤΣΙΟΥ, ΑΓΙΟΣ ΠΑΝΤΕΛΕΗΜΩΝ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΠΥΡΓΟΣ ΜΟΝΟΦΑΤΣΙΟΥ, ΑΓΙΟΣ ΡΑΦΑΗΛ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΠΥΡΓΟΣ ΜΟΝΟΦΑΤΣΙΟΥ, ΓΕΝΝΗΣΙΣ ΘΕΟΤΟΚΟΥ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΠΥΡΓΟΣ ΜΟΝΟΦΑΤΣΙΟΥ, ΤΡΕΙΣ ΙΕΡΑΡΧΕΣ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΠΥΡΓΟΣ ΜΟΝΟΦΑΤΣΙΟΥ/ΠΥΡΑΘΙΟ, ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ"
"ΑΡΧΙΕΠΙΣΚΟΠΗ ΚΡΗΤΗΣ, ΠΥΡΓΟΣ ΜΟΝΟΦΑΤΣΙΟΥ/ΡΟΤΑΣΙΟ, ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ, ΑΓΙΑ ΑΙΚΑΤΕΡΙΝΗ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ, ΑΓΙΑ ΒΑΡΒΑΡΑ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ, ΑΓΙΑ ΕΥΑΓΓΕΛΙΣΤΡΙΑ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ, ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ, ΑΓΙΟΙ ΑΠΟΣΤΟΛΟΙ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ, ΑΓΙΟΣ ΑΘΑΝΑΣΙΟΣ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ, ΑΓΙΟΣ ΑΝΤΩΝΙΟΣ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ, ΑΓΙΟΣ ΒΛΑΣΙΟΣ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ, ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ, ΑΓΙΟΣ ΓΡΗΓΟΡΙΟΣ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ, ΑΓΙΟΣ ΘΩΜΑΣ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ, ΑΓΙΟΣ ΙΩΑΝΝΗΣ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ, ΑΓΙΟΣ ΚΥΠΡΙΑΝΟΣ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ, ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ, ΑΓΙΟΣ ΧΡΙΣΤΟΦΟΡΟΣ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ, ΑΓΙΟΣ ΧΡΙΣΤΟΦΟΡΟΣ ΠΑΛΑΙΟΣ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ, ΕΥΑΓΓΕΛΙΣΜΟΣ ΤΗΣ ΘΕΟΤΟΚΟΥ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ, ΖΩΟΔΟΧΟΣ ΠΗΓΗ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ, ΖΩΟΔΟΧΟΣ ΠΗΓΗ ΜΗΤΡΟΠΟΛΗ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ, ΚΟΙΜΗΣΙΣ ΤΗΣ ΘΕΟΤΟΚΟΥ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ, ΜΕΤΑΜΟΡΦΩΣΙΣ ΤΟΥ ΣΩΤΗΡΟΣ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ, ΝΑΟΣ ΑΠΟΣΤΟΛΟΥ ΠΑΥΛΟΥ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ-ΑΓΙΑ ΤΡΙΑΔΑ, ΑΓΙΑ ΤΡΙΑΔΑ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ-ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ, ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ-ΚΑΙΝΟΥΡΓΙΟ, ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ-ΚΑΙΝΟΥΡΓΙΟ, ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ-ΚΑΛΥΒΙΑ ΤΡΙΧΩΝΙΔΑΣ, ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ-ΚΑΜΑΡΟΥΛΑ, ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ-ΛΕΠΕΝΟΥ, ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ-ΠΑΝΑΙΤΩΛΙΟ, ΑΓΙΑ ΤΡΙΑΔΑ"
"ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΑΙΤΩΛΙΑΣ & ΑΚΑΡΝΑΝΙΑΣ, ΑΓΡΙΝΙΟ-ΠΑΡΑΒΟΛΑ, ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ"
